order_item_id,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value
1,69.9,19.73,2,3,1,44.7
1,69.9,19.73,3,3,1,44.69
1,39.0,7.78,1,1,4,99.56
2,45.0,7.78,1,1,4,99.56
1,29.99,17.66,1,1,2,129.41
2,55.27,26.49,1,1,2,129.41
1,34.99,14.1,1,2,1,49.09
1,110.0,0.0,1,1,5,110.0
1,18.07,2.15,1,1,6,61.33
2,19.57,21.54,1,1,6,61.33
1,117.7,15.57,1,4,1,133.27
1,59.9,17.67,1,1,3,155.14
2,59.9,17.67,1,1,3,155.14
1,119.9,21.33,1,1,4,141.23
1,159.99,21.2,1,1,10,362.38
2,159.99,21.2,1,1,10,362.38
1,29.5,13.08,1,2,1,42.58
1,199.0,21.66,1,1,1,220.66
1,19.9,22.06,1,3,1,36.69
1,19.9,22.06,2,3,1,5.27
1,99.99,17.95,1,1,5,117.94
1,49.0,7.78,1,1,1,56.78
1,125.9,15.63,1,1,4,283.06
2,125.9,15.63,1,1,4,283.06
1,110.32,8.03,1,3,1,118.35
1,150.0,13.39,1,1,8,163.39
1,79.9,18.44,1,1,3,98.34
1,44.99,20.4,1,1,1,65.39
1,13.65,15.1,1,1,1,28.75
1,170.0,25.54,1,1,10,391.08
2,170.0,25.54,1,1,10,391.08
1,53.9,17.63,1,1,3,71.53
1,12.88,12.79,1,1,1,25.67
1,129.9,22.78,1,1,1,152.68
1,42.9,18.23,1,1,2,61.13
1,139.89,17.42,1,1,2,157.31
1,29.0,14.1,1,1,2,43.1
1,129.9,18.16,1,1,1,148.06
1,10.9,12.79,1,1,2,23.69
1,74.9,19.76,1,1,1,94.66
1,129.9,19.88,1,1,7,149.78
1,29.99,14.08,1,1,1,88.14
2,29.99,14.08,1,1,1,88.14
1,179.0,23.79,1,1,8,202.79
1,78.0,14.3,1,1,1,6.76
1,78.0,14.3,2,3,1,85.54
1,19.9,24.35,1,1,4,44.25
1,38.49,18.37,1,2,1,56.86
1,24.9,7.78,1,1,1,32.68
1,40.0,19.32,1,1,5,59.32
1,35.9,16.6,1,1,1,52.5
1,136.9,21.02,1,1,2,157.92
1,27.99,15.1,1,1,1,43.09
1,229.99,34.06,1,2,1,264.05
1,49.99,8.72,1,2,1,117.42
2,49.99,8.72,1,2,1,117.42
1,148.9,21.88,2,1,3,70.78
1,148.9,21.88,1,1,3,100.0
1,49.0,22.74,1,1,1,259.36
2,53.2,4.74,1,1,1,259.36
3,49.0,22.74,1,1,1,259.36
4,53.2,4.74,1,1,1,259.36
1,41.9,17.92,1,1,2,59.82
1,119.99,18.94,1,1,2,138.93
1,19.95,8.29,1,2,1,28.24
1,199.99,23.98,1,2,1,223.97
1,159.0,27.77,1,2,1,186.77
1,34.9,22.67,1,1,4,57.57
1,109.99,23.27,1,1,8,133.26
1,55.0,11.15,1,2,1,66.15
1,55.9,13.23,1,1,1,69.13
1,220.0,27.62,1,1,5,247.62
1,41.9,16.05,1,2,1,115.9
2,41.9,16.05,1,2,1,115.9
1,125.0,19.41,1,2,1,144.41
1,109.0,24.84,1,1,1,267.68
2,109.0,24.84,1,1,1,267.68
1,35.0,11.85,1,2,1,46.85
1,64.9,5.78,1,1,10,185.1
2,39.9,34.99,1,1,10,185.1
3,36.9,2.63,1,1,10,185.1
1,49.99,25.63,1,1,1,75.62
1,99.8,32.09,1,1,2,131.89
1,29.0,19.04,1,1,4,48.04
1,50.0,15.1,1,1,3,65.1
1,47.9,8.88,1,1,1,56.78
1,29.99,15.1,1,1,4,45.09
1,149.99,21.7,1,1,1,171.69
1,61.0,9.34,1,1,1,70.34
1,39.0,11.85,1,1,2,50.85
1,119.9,33.92,1,1,1,39.83
1,119.9,33.92,2,3,1,113.99
1,39.9,13.37,1,1,5,53.27
1,99.0,15.44,1,1,2,114.44
1,40.0,16.79,2,3,1,30.0
1,40.0,16.79,1,1,1,26.79
1,19.9,10.96,1,2,1,30.86
1,105.0,25.57,1,1,1,130.57
1,122.99,14.61,1,1,1,275.2
2,122.99,14.61,1,1,1,275.2
1,209.9,21.96,1,1,3,231.86
1,31.9,14.1,1,2,1,46.0
1,239.99,35.48,1,2,1,275.47
1,8.9,7.71,1,2,1,33.22
2,8.9,7.71,1,2,1,33.22
1,141.0,28.35,1,1,1,169.35
1,60.99,19.12,1,1,1,80.11
1,105.0,22.6,1,1,5,127.6
1,58.99,16.66,1,2,1,75.65
1,129.99,20.88,1,1,10,150.87
1,18.8,18.23,1,1,3,37.03
1,29.99,7.78,1,1,1,37.77
1,31.9,12.48,1,1,4,44.38
1,69.99,16.74,1,1,1,86.73
1,49.99,11.85,1,1,1,61.84
1,19.0,14.1,1,1,1,12.32
1,19.0,14.1,2,3,1,20.78
1,119.9,18.09,1,1,10,137.99
1,59.9,13.08,1,1,1,72.98
1,59.9,15.18,1,1,3,75.08
1,39.9,16.11,1,2,1,56.01
1,99.9,0.01,1,1,8,227.44
2,94.9,32.63,1,1,8,227.44
1,45.0,7.78,1,1,1,52.78
1,29.9,7.63,1,2,1,37.53
1,29.9,15.1,1,1,1,45.0
1,169.9,20.07,1,1,1,189.97
1,44.9,7.78,1,1,1,2.68
1,44.9,7.78,2,3,1,50.0
1,135.5,34.33,1,1,3,169.83
1,79.0,18.63,1,1,1,97.63
1,29.0,15.3,1,1,1,44.3
1,89.9,16.88,1,1,1,106.78
1,169.0,12.52,1,1,1,181.52
1,112.5,25.63,1,1,8,138.13
1,54.99,13.74,1,2,1,68.73
1,95.28,18.91,1,1,2,114.19
1,68.9,12.61,1,1,2,81.51
1,34.6,15.1,1,1,4,49.7
1,84.99,16.35,1,1,4,101.34
1,99.0,11.3,1,1,3,110.3
1,9.9,7.39,1,1,1,17.29
1,99.9,20.19,1,1,1,120.09
1,135.9,19.92,1,1,6,155.82
1,34.9,7.78,1,2,1,42.68
1,81.99,24.16,1,1,3,170.27
2,49.0,15.12,1,1,3,170.27
1,49.9,13.37,1,2,1,126.54
2,49.9,13.37,1,2,1,126.54
1,89.9,16.39,1,1,1,106.29
1,55.0,14.14,1,1,1,69.14
1,75.0,20.02,1,1,5,95.02
1,58.9,17.98,1,2,1,76.88
1,29.59,7.39,1,1,1,36.98
1,69.99,16.25,1,1,1,86.24
1,59.9,17.67,1,1,4,155.14
2,59.9,17.67,1,1,4,155.14
1,59.9,13.44,1,1,7,73.34
1,73.35,12.85,1,2,1,86.2
1,39.71,16.11,1,2,1,111.64
2,39.71,16.11,1,2,1,111.64
1,92.0,24.25,1,1,1,116.25
1,123.9,15.62,1,3,1,139.52
1,109.9,21.26,1,1,10,131.16
1,59.99,16.39,1,1,7,76.38
1,19.9,7.39,1,1,1,27.29
1,170.0,27.27,1,1,3,197.27
1,45.0,7.9,1,1,1,52.9
1,130.0,18.79,1,1,2,148.79
1,62.9,8.27,1,1,2,71.17
1,99.9,13.72,1,1,4,113.62
1,59.9,14.17,1,1,1,74.07
1,209.0,20.65,1,1,2,229.65
1,19.33,8.27,1,1,2,27.6
1,118.13,20.02,1,1,1,2.21
1,118.13,20.02,2,3,1,0.81
1,118.13,20.02,3,3,1,135.13
1,49.9,15.11,1,1,2,130.02
2,49.9,15.11,1,1,2,130.02
1,14.99,7.78,1,1,3,68.31
2,14.99,7.78,1,1,3,68.31
3,14.99,7.78,1,1,3,68.31
1,29.0,8.36,1,4,1,37.36
1,99.9,18.27,1,2,1,118.17
1,21.99,14.11,2,3,1,12.87
1,21.99,14.11,3,3,1,5.62
1,21.99,14.11,1,1,1,17.61
1,154.0,20.57,1,1,1,174.57
1,155.0,16.85,1,1,1,4.03
1,155.0,16.85,2,3,1,167.82
1,59.0,8.88,1,1,1,67.88
1,34.5,15.1,1,2,1,49.6
1,89.9,12.02,1,2,1,101.92
1,56.99,8.72,1,1,1,65.71
1,35.0,12.91,1,1,1,47.91
1,29.9,14.1,1,1,1,44.0
1,99.9,23.28,1,1,3,123.18
1,69.9,16.93,1,1,1,86.83
1,89.0,23.42,1,2,1,112.42
1,38.99,16.11,1,1,5,55.1
1,24.9,7.43,1,1,1,64.66
2,24.9,7.43,1,1,1,64.66
1,84.99,18.7,1,1,1,103.69
1,55.49,16.15,1,1,1,71.64
1,19.99,14.1,1,1,3,34.09
1,119.99,29.87,1,1,1,149.86
1,109.9,14.52,1,1,1,124.42
1,69.9,11.88,1,1,1,81.78
1,45.0,18.23,2,3,1,119.76
1,45.0,18.23,1,1,1,6.7
2,45.0,18.23,2,3,1,119.76
2,45.0,18.23,1,1,1,6.7
1,53.9,13.46,1,1,4,67.36
1,55.0,18.27,1,2,1,73.27
1,56.99,8.72,1,1,2,65.71
1,37.5,12.93,1,3,1,50.43
1,34.5,14.1,1,3,1,48.6
1,58.99,26.49,1,1,4,85.48
1,69.99,18.59,1,1,1,177.16
2,69.99,18.59,1,1,1,177.16
1,39.0,13.71,1,2,1,52.71
1,129.9,20.47,1,2,1,150.37
1,140.9,12.19,1,2,1,153.09
1,79.9,15.31,1,2,1,95.21
1,49.99,34.15,1,1,1,84.14
1,26.9,16.79,1,1,2,43.69
1,19.99,19.05,1,1,1,39.04
1,39.99,14.1,1,1,1,54.09
1,49.0,28.82,1,1,10,233.46
2,49.0,28.82,1,1,10,233.46
3,49.0,28.82,1,1,10,233.46
1,64.99,22.39,1,1,3,87.38
1,104.9,14.9,1,1,1,119.8
1,68.0,31.23,1,1,1,99.23
1,142.5,20.95,1,1,6,163.45
1,34.99,14.1,1,1,4,49.09
1,34.9,15.11,1,1,5,50.01
1,19.9,16.79,1,1,5,73.38
2,19.9,16.79,1,1,5,73.38
1,259.9,22.62,1,1,1,282.52
1,185.94,21.79,1,1,8,207.73
1,79.9,7.81,1,1,3,87.71
1,14.99,7.39,1,1,1,22.38
1,59.0,13.43,1,1,2,144.86
2,59.0,13.43,1,1,2,144.86
1,66.0,12.14,1,2,1,78.14
1,89.9,12.13,1,2,1,102.03
1,109.9,15.52,1,3,1,125.42
1,84.99,14.34,1,1,4,99.33
1,159.99,11.73,2,3,1,25.05
1,159.99,11.73,7,3,1,25.05
1,159.99,11.73,3,3,1,25.05
1,159.99,11.73,5,3,1,25.05
1,159.99,11.73,1,3,1,6.26
1,159.99,11.73,6,3,1,25.05
1,159.99,11.73,8,3,1,15.16
1,159.99,11.73,4,3,1,25.05
1,79.0,13.57,1,1,1,92.57
1,209.9,13.6,1,1,4,223.5
1,36.9,9.74,1,2,1,186.56
2,36.9,9.74,1,2,1,186.56
3,36.9,9.74,1,2,1,186.56
4,36.9,9.74,1,2,1,186.56
1,53.9,13.46,1,1,1,67.36
1,109.9,20.26,1,1,4,130.16
1,159.9,30.7,1,1,4,190.6
1,74.9,12.65,1,1,1,87.55
1,149.9,12.25,1,1,1,162.15
1,120.0,12.34,1,1,1,397.02
2,120.0,12.34,1,1,1,397.02
3,120.0,12.34,1,1,1,397.02
1,35.0,19.32,1,1,3,162.96
2,35.0,19.32,1,1,3,162.96
3,35.0,19.32,1,1,3,162.96
1,59.9,15.17,1,1,2,75.07
1,110.0,23.99,1,1,10,133.99
1,59.99,16.18,1,1,1,76.17
1,149.9,18.3,1,1,8,168.2
1,189.5,19.61,1,1,1,209.11
1,140.0,18.86,1,1,4,158.86
1,49.0,15.1,1,1,6,64.1
1,89.99,16.39,1,1,4,106.38
1,10.0,11.85,2,3,1,20.0
1,10.0,11.85,1,1,1,1.85
1,117.99,9.64,1,1,3,127.63
1,13.99,7.78,1,1,1,21.77
1,265.99,9.12,1,1,5,275.11
1,14.9,7.78,1,1,1,45.36
2,14.9,7.78,1,1,1,45.36
1,31.9,8.72,1,1,1,40.62
1,66.99,19.17,1,1,3,86.16
1,82.0,16.82,1,2,1,98.82
1,49.9,13.37,1,3,1,59.13
1,49.9,13.37,2,3,1,4.14
1,69.99,9.32,1,1,5,267.27
2,159.99,27.97,1,1,5,267.27
1,79.9,15.31,1,2,1,95.21
1,126.12,31.65,1,1,3,157.77
1,31.9,15.1,1,1,1,47.0
1,129.0,18.01,1,1,10,778.44
1,159.77,16.88,1,1,2,176.65
1,54.0,13.74,1,1,1,67.74
1,99.99,16.95,1,1,4,116.94
1,38.48,15.1,1,1,1,3.58
1,38.48,15.1,2,3,1,50.0
1,27.9,17.6,1,1,4,45.5
1,94.6,16.42,1,1,1,111.02
1,50.0,9.34,1,1,1,59.34
1,119.9,13.18,1,1,3,133.08
1,79.0,32.3,1,1,3,183.53
2,69.0,3.23,1,1,3,183.53
1,29.5,15.98,1,1,1,45.48
1,166.99,23.49,1,1,3,190.48
1,59.9,17.67,1,1,3,77.57
1,49.9,8.27,1,1,1,58.17
1,23.98,14.1,1,1,3,38.08
1,210.0,17.1,1,1,3,227.1
1,99.0,18.93,1,1,4,117.93
1,34.9,22.06,1,1,1,56.96
1,54.9,11.88,1,2,1,66.78
1,24.9,16.79,1,1,3,41.69
1,66.99,23.19,1,2,1,180.36
2,66.99,23.19,1,2,1,180.36
1,30.4,16.4,1,2,1,46.8
1,129.99,9.1,1,1,10,139.09
1,139.0,13.99,1,1,2,152.99
1,229.9,13.11,1,1,5,243.01
1,29.49,19.32,1,1,1,48.81
1,89.9,21.12,1,1,1,61.02
1,89.9,21.12,2,3,1,50.0
1,84.0,17.84,1,1,3,101.84
1,82.0,7.44,1,1,1,89.44
1,12.49,16.79,1,2,1,29.28
1,49.0,14.1,1,1,3,63.1
1,99.99,25.54,1,1,8,125.53
1,89.99,17.88,1,2,1,107.87
1,56.99,13.76,1,1,1,70.75
1,269.99,15.64,1,1,3,285.63
1,69.0,7.78,1,1,2,76.78
1,79.99,12.9,1,2,1,92.89
1,53.9,12.86,1,2,1,66.76
1,84.89,14.5,1,2,1,287.4
2,84.89,14.5,1,2,1,287.4
3,88.0,0.63,1,2,1,287.4
1,69.9,14.17,1,1,3,143.14
2,44.9,14.17,1,1,3,143.14
1,34.5,13.71,1,1,2,144.63
2,34.5,13.71,1,1,2,144.63
3,34.5,13.71,1,1,2,144.63
1,42.9,14.52,1,1,1,114.84
2,42.9,14.52,1,1,1,114.84
1,23.0,15.23,1,1,1,38.23
1,179.0,19.48,1,1,6,198.48
1,49.9,8.72,1,2,1,58.62
1,44.9,8.27,1,1,1,53.17
1,48.9,19.53,1,1,2,68.43
1,109.9,13.35,1,1,1,123.25
1,59.9,14.17,1,1,5,74.07
1,106.9,13.19,1,1,6,120.09
1,39.9,8.44,1,1,1,48.34
1,149.65,14.04,1,1,1,163.69
1,54.0,16.82,1,2,1,70.82
1,27.99,17.63,1,1,1,45.62
1,56.9,12.74,1,1,1,69.64
1,75.0,13.08,1,1,3,264.24
2,75.0,13.08,1,1,3,264.24
3,75.0,13.08,1,1,3,264.24
1,76.38,21.02,1,1,10,194.8
2,76.38,21.02,1,1,10,194.8
1,185.0,28.67,1,1,4,213.67
1,49.9,15.45,1,1,1,65.35
1,39.0,18.37,1,1,1,57.37
1,65.49,16.22,1,1,10,1225.65
2,65.49,16.22,1,1,10,1225.65
3,65.49,16.22,1,1,10,1225.65
4,65.49,16.22,1,1,10,1225.65
5,65.49,16.22,1,1,10,1225.65
6,65.49,16.22,1,1,10,1225.65
7,65.49,16.22,1,1,10,1225.65
8,65.49,16.22,1,1,10,1225.65
9,65.49,16.22,1,1,10,1225.65
10,65.49,16.22,1,1,10,1225.65
11,65.49,16.22,1,1,10,1225.65
12,65.49,16.22,1,1,10,1225.65
13,65.49,16.22,1,1,10,1225.65
14,65.49,16.22,1,1,10,1225.65
15,65.49,16.22,1,1,10,1225.65
1,94.9,19.63,1,1,2,114.53
1,139.93,17.42,1,1,10,157.35
1,48.9,15.44,1,1,5,64.34
1,37.0,14.1,1,1,2,51.1
2,120.0,3.71,1,4,1,184.77
1,53.9,28.78,1,1,3,82.68
1,49.0,15.1,1,1,2,64.1
1,96.8,14.98,1,1,10,111.78
1,89.0,17.87,1,1,2,106.87
1,75.9,15.28,1,1,9,91.18
1,99.9,0.0,1,1,6,299.7
2,99.9,0.0,1,1,6,299.7
3,99.9,0.0,1,1,6,299.7
1,47.9,28.75,1,1,3,76.65
1,49.9,28.75,1,2,1,78.65
1,24.9,15.1,1,1,2,40.0
1,134.9,21.43,1,2,1,156.33
1,129.9,9.72,1,1,10,139.62
1,47.9,9.44,1,1,1,57.34
1,19.0,17.06,1,1,1,36.06
1,74.9,9.74,1,1,5,59.84
1,74.9,9.74,2,3,1,24.8
1,59.9,23.0,1,1,1,82.9
1,165.0,33.3,1,1,1,198.3
1,88.9,17.06,1,2,1,211.92
2,88.9,17.06,1,2,1,211.92
1,142.0,15.3,1,1,3,157.3
1,21.89,17.06,1,1,1,38.95
1,59.9,29.45,1,1,6,89.35
1,29.99,11.85,1,2,1,41.84
1,79.9,17.3,1,1,3,97.2
1,49.99,17.6,1,2,1,67.59
1,23.9,15.23,1,1,1,39.13
1,131.99,21.85,1,1,5,153.84
1,95.0,18.77,1,4,1,113.77
1,81.99,7.92,1,1,1,89.91
1,17.33,15.1,1,1,1,32.43
1,79.9,9.29,1,1,8,89.19
1,239.0,12.28,1,1,8,251.28
1,67.12,11.08,1,1,1,78.2
1,99.99,12.15,1,1,2,112.14
1,126.99,24.12,1,2,1,151.11
1,34.9,8.99,1,4,1,43.89
1,90.3,17.07,1,2,1,107.37
1,105.0,23.31,1,1,2,128.31
1,79.0,13.57,1,1,1,92.57
1,139.9,15.15,1,1,3,310.1
2,139.9,15.15,1,1,3,310.1
1,19.99,7.78,1,1,1,27.77
1,59.9,13.78,1,1,2,73.68
1,119.9,15.59,1,1,3,135.49
1,89.18,15.38,1,3,1,104.56
1,79.0,17.14,1,1,1,96.14
1,199.9,18.31,1,1,8,218.21
1,109.9,13.35,1,1,8,123.25
1,25.9,7.55,1,1,1,33.45
1,139.9,21.37,1,1,1,161.27
1,19.9,15.1,1,1,3,35.0
1,42.0,8.45,1,2,1,50.45
1,20.0,25.63,1,1,1,45.63
1,99.9,13.25,1,1,1,113.15
1,69.9,11.99,1,1,3,81.89
1,26.99,17.35,1,2,1,44.34
1,110.32,15.65,1,1,1,125.97
1,24.99,7.76,1,1,1,32.75
1,79.9,18.36,1,1,3,98.26
1,69.0,5.18,1,2,1,144.45
2,59.9,10.37,1,2,1,144.45
1,29.9,11.85,1,1,1,41.75
1,42.0,22.22,1,2,1,64.22
1,9.9,15.1,1,1,2,25.0
1,20.49,7.4,1,2,1,27.89
1,110.32,18.87,1,1,2,129.19
1,38.9,7.71,1,1,2,46.61
1,19.0,12.79,1,1,2,31.79
1,18.9,15.1,1,1,1,34.0
1,23.9,18.27,1,1,1,84.34
2,23.9,18.27,1,1,1,84.34
1,112.0,13.12,1,1,1,125.12
1,179.9,12.76,1,2,1,192.66
1,41.8,19.32,1,1,3,61.12
1,68.0,12.92,1,1,10,161.84
2,68.0,12.92,1,1,10,161.84
1,42.9,7.78,1,1,5,50.68
1,13.45,16.11,1,1,1,29.56
1,27.49,18.29,1,1,1,45.78
1,25.0,19.37,1,4,1,44.37
1,126.99,27.19,1,2,1,154.18
1,109.0,21.7,6,3,1,20.0
1,109.0,21.7,7,3,1,20.0
1,109.0,21.7,5,3,1,20.0
1,109.0,21.7,3,3,1,6.86
1,109.0,21.7,1,1,1,40.79
1,109.0,21.7,4,3,1,20.0
1,109.0,21.7,2,3,1,3.05
1,59.9,18.04,1,1,1,77.94
1,78.0,7.81,1,2,1,85.81
1,175.0,29.71,1,2,1,204.71
1,49.9,14.1,1,1,3,64.0
1,149.97,17.02,1,1,1,166.99
1,199.99,30.81,1,1,4,230.8
1,65.0,7.78,1,1,1,72.78
1,109.89,9.13,1,1,1,240.13
2,109.89,11.22,1,1,1,240.13
1,29.0,34.15,1,2,1,63.15
1,89.9,16.26,1,1,10,106.16
1,69.99,18.59,1,1,2,88.58
1,37.9,5.03,1,1,5,105.99
2,37.9,25.16,1,1,5,105.99
1,89.9,22.56,1,1,1,112.46
1,29.9,15.79,1,1,2,45.69
1,54.9,13.08,1,1,6,67.98
1,44.9,14.1,1,2,1,59.0
1,169.99,29.24,1,1,1,199.23
1,26.1,18.23,1,1,1,44.33
1,49.9,24.61,1,2,1,149.02
2,49.9,24.61,1,2,1,149.02
1,39.9,8.29,1,1,1,48.19
1,119.0,17.08,1,1,1,136.08
1,97.65,15.43,1,1,1,113.08
1,31.9,18.37,1,2,1,50.27
1,45.0,19.51,1,1,1,64.51
1,72.9,16.27,1,1,4,89.17
1,119.0,19.07,1,1,2,138.07
1,19.99,14.1,1,1,1,34.09
1,250.9,13.26,1,2,1,264.16
1,84.9,23.39,1,1,1,108.29
1,59.9,13.44,1,1,1,73.34
1,98.0,13.24,1,1,2,111.24
1,18.9,14.52,1,1,1,33.42
1,99.0,11.3,1,1,3,110.3
1,179.99,16.02,1,1,1,196.01
1,79.9,13.92,1,2,1,93.82
1,176.0,8.49,2,1,3,105.43
1,176.0,8.49,1,1,2,79.06
1,134.9,32.85,1,1,3,167.75
1,79.5,16.19,1,1,1,95.69
1,159.9,21.61,1,1,5,181.51
1,99.9,18.58,1,2,1,118.48
1,149.9,25.4,1,1,1,175.3
1,13.0,15.1,1,1,1,56.2
2,13.0,15.1,1,1,1,56.2
1,15.49,8.27,1,1,1,23.76
1,133.9,25.49,1,1,6,159.39
1,39.99,9.04,1,1,1,49.03
1,69.9,4.87,1,1,1,149.54
2,69.9,4.87,1,1,1,149.54
1,49.9,13.37,1,1,3,63.27
1,47.49,9.94,1,1,2,57.43
1,84.99,19.13,1,2,1,104.12
1,129.99,18.48,1,2,1,148.47
1,155.0,16.85,1,1,2,171.85
1,139.9,18.23,1,1,10,158.13
1,49.9,16.79,1,1,2,66.69
1,79.0,13.46,1,2,1,92.46
1,19.9,15.23,1,1,2,35.13
1,34.5,8.88,1,1,1,43.38
1,114.99,29.83,1,1,5,144.82
1,179.46,21.75,1,1,8,402.42
2,179.46,21.75,1,1,8,402.42
1,58.7,12.54,1,1,6,71.24
1,32.9,15.1,1,2,1,48.0
1,88.99,9.44,1,1,1,98.43
1,42.9,15.1,1,1,2,58.0
1,54.9,16.82,1,1,3,71.72
1,9.9,11.85,1,4,1,21.75
1,17.9,11.85,1,2,1,29.75
1,69.9,0.0,1,1,1,69.9
1,79.9,11.17,1,1,9,91.07
1,113.57,14.88,1,1,2,128.45
1,99.0,15.44,1,1,8,114.44
1,89.9,21.12,1,1,1,222.04
2,89.9,21.12,1,1,1,222.04
1,73.9,16.96,1,1,2,90.86
1,229.99,19.71,1,1,18,249.7
1,79.9,35.69,1,2,1,115.59
1,108.0,17.2,1,2,1,125.2
1,57.9,8.72,1,1,3,66.62
1,49.0,7.6,1,2,1,56.6
1,25.0,15.1,1,1,1,40.1
1,84.9,16.56,1,1,4,101.46
1,39.99,25.38,1,1,2,65.37
1,19.9,14.1,1,1,1,34.0
1,46.99,12.99,1,1,1,59.98
1,159.9,20.61,1,2,1,180.51
1,45.95,11.85,1,1,2,57.8
1,69.9,13.07,1,1,1,82.97
1,56.99,16.16,1,1,1,146.3
2,56.99,16.16,1,1,1,146.3
1,61.9,16.19,1,1,1,78.09
1,169.9,18.99,1,1,2,188.89
1,129.9,12.61,1,1,1,142.51
1,219.99,10.55,1,1,3,230.54
1,19.9,25.63,1,1,2,45.53
1,216.76,30.56,1,1,10,247.32
1,72.5,13.53,1,2,1,86.03
1,269.99,28.33,1,2,1,298.32
1,33.0,14.44,1,1,3,189.76
2,33.0,14.44,1,1,3,189.76
3,33.0,14.44,1,1,3,189.76
4,33.0,14.44,1,1,3,189.76
1,41.99,29.39,1,1,6,71.38
1,59.99,18.52,1,1,1,78.51
1,95.0,7.93,1,2,1,102.93
1,59.0,14.16,1,1,1,73.16
1,93.9,16.4,1,1,2,110.3
1,39.9,16.32,1,2,1,56.22
1,4.99,11.85,1,1,1,33.68
2,4.99,11.85,1,1,1,33.68
1,45.0,16.11,1,1,1,122.22
2,45.0,16.11,1,1,1,122.22
1,59.0,28.81,1,1,5,87.81
1,107.0,12.25,1,1,3,119.25
1,47.49,9.94,1,1,6,64.86
1,47.49,9.94,2,3,1,50.0
2,47.49,9.94,1,1,6,64.86
2,47.49,9.94,2,3,1,50.0
1,43.9,15.1,1,1,1,59.0
1,110.9,16.54,1,1,1,127.44
1,151.0,11.21,1,1,4,162.21
1,30.9,16.79,1,1,1,47.69
1,28.99,16.79,1,1,1,45.78
1,89.9,16.26,1,1,8,106.16
1,67.0,13.08,1,1,2,80.08
1,95.0,19.58,1,1,2,114.58
1,95.9,18.98,1,2,1,114.88
1,23.7,8.72,1,2,1,32.42
1,69.9,16.25,1,2,1,86.15
1,79.95,14.31,1,1,1,94.26
1,149.9,21.97,1,1,5,343.74
2,149.9,21.97,1,1,5,343.74
1,21.99,7.78,1,2,1,29.77
1,99.9,23.02,1,1,1,122.92
1,99.9,11.94,1,1,1,232.67
2,108.9,11.93,1,1,1,232.67
1,46.99,16.11,1,1,2,63.1
1,110.65,13.44,1,1,10,124.09
1,210.0,16.57,1,1,5,226.57
1,143.88,20.2,1,1,1,164.08
1,59.9,28.82,1,1,3,88.72
1,98.99,20.77,1,1,12,138.31
1,55.65,16.83,1,2,1,72.48
1,56.85,9.09,1,1,1,65.94
1,90.0,18.2,1,2,1,108.2
1,18.99,21.15,1,2,1,101.28
2,39.99,21.15,1,2,1,101.28
1,29.0,14.1,1,2,1,43.1
1,35.9,8.41,1,1,1,44.31
1,149.9,19.59,1,1,2,169.49
1,29.9,11.85,1,1,1,41.75
1,129.9,20.25,1,2,1,150.15
1,29.99,11.85,1,1,4,41.84
1,46.4,16.11,1,1,3,62.51
1,38.25,16.11,1,1,1,54.36
1,135.0,23.53,1,1,2,158.53
1,146.99,21.52,1,2,1,168.51
1,122.99,8.63,1,1,1,131.62
1,270.0,16.64,1,2,1,286.64
1,39.9,17.6,1,1,5,57.5
1,252.0,24.26,1,1,6,276.26
1,92.1,22.11,1,1,2,114.21
1,29.99,15.31,1,2,1,45.3
1,88.0,16.87,1,1,5,104.87
1,88.0,16.47,1,1,2,104.47
1,25.0,26.48,1,1,8,102.96
2,25.0,26.48,1,1,8,102.96
1,19.9,14.1,1,1,2,34.0
1,16.0,7.78,1,2,1,23.78
1,26.14,11.73,2,3,1,70.84
1,26.14,11.73,1,1,1,4.9
2,26.14,11.73,2,3,1,70.84
2,26.14,11.73,1,1,1,4.9
1,69.9,25.33,1,1,1,95.23
1,69.9,15.7,1,1,5,85.6
1,83.99,15.34,1,1,8,198.66
2,83.99,15.34,1,1,8,198.66
1,69.99,11.51,1,2,1,81.5
1,12.77,14.1,1,1,2,26.87
1,54.9,33.92,1,1,8,88.82
1,59.9,17.67,1,2,1,155.14
2,59.9,17.67,1,2,1,155.14
1,167.5,14.29,3,3,1,36.38
1,167.5,14.29,2,3,1,9.1
1,167.5,14.29,1,1,6,136.31
1,158.0,16.74,1,1,1,174.74
1,64.9,16.89,1,2,1,81.79
1,81.8,15.78,1,1,1,2.21
1,81.8,15.78,2,3,1,290.53
2,81.8,15.78,1,1,1,2.21
2,81.8,15.78,2,3,1,290.53
3,81.8,15.78,1,1,1,2.21
3,81.8,15.78,2,3,1,290.53
1,209.99,25.62,1,1,3,235.61
1,135.0,15.22,1,1,2,364.44
2,199.0,15.22,1,1,2,364.44
1,229.0,17.36,2,3,1,100.0
1,229.0,17.36,1,1,3,146.36
1,29.99,25.63,2,1,2,27.77
1,29.99,25.63,1,1,2,27.85
1,89.9,12.97,1,1,2,102.87
1,110.0,19.48,1,1,10,129.48
1,50.9,11.86,1,1,2,62.76
1,15.99,15.1,1,1,1,31.09
1,68.0,8.29,1,1,1,76.29
1,189.9,35.09,1,2,1,224.99
1,169.79,23.99,1,1,5,193.78
1,52.0,12.56,1,2,1,64.56
1,38.0,12.93,1,2,1,50.93
1,9.9,7.78,1,1,1,17.68
1,59.9,15.52,1,1,1,75.42
